"codigo_producto","nombre_producto","peso_manual","peso_calculado"
"CUDABC028","CUADERNILLO ABC RAYADO CARTA","1.5","1"
"LAPLYR093","LAPIZ LYRA 1110114 669 NEG 4H ART DESIGN","1.5","0.7"
"LAPBRW001","LAPIZ NEG BRW LP7206 HB C/DISEÑO NEGRO 72 UNI","1.5","1"
"MRDMON005","MARCADOR MON AMI ROJ PERM CD","1.5","1"
"MINSTB002","MINA STABILO 9803/6 24 2B 2MM ","1","1.2"
"AGEV&R103","AGENDA V&R 2024 MIA ","1.2","1"
"LCLSTB046","LAPIC COLOR STABILO 1400 670 CARBOTHELLO SIENA TOSTADO","0.7","1"
"JUEART014","JUEGO ARTI TACJUEDI081 GEO-COLOR","1.5","1"
"ARCLEY007","ARCHIVADOR LEYDEZ INICIAL AMA 345X265X5CM","1.5","0.7"
"AGEXXX028","AGENDA HARRY POTTER 2024","0.7","1"
"FOLDEL165","FOLDER DELLO PLAST 1/2 OFICIO 0440.VL.0050 FULL COLOR VERDE LIMON C. LIGA","1.2","1"
"MRJPTL039","MARCADOR PENTEL SES15C BRUSH SIGN JGO 6PCS PASTEL GXP3XP2XN2XNXKX","0.5","1"
"PBOLEY104","PAP BOND LEYDEZ DURAZNO 80GR CARTA PQ100HJS","1.5","0.5"
"CNMPEL002","CINTA MAQ PELIKAN MX NEG ESCRIBIR SIMPLE","0.7","1"
"AGEEPA066","AGENDA E.PAULINAS 2024 JUVENTUD NUEVA","1.2","1"
"MRDPIL009","MARCADOR PILOT SCA TM AZU PERM TWIN MARKER FINE DOBLE PTA","1.5","1"
"BOLUNI002","BOLIGRAFO SIGNO NOBLE METAL ROJ 120NM 40","0.7","1"
"MCPSTB032","MICROPUNTA STABILO 88/41 AZU. 0.4MM.POINT 88","1.5","1"
"PBOWIN006","PAP BOND WIN CEL  75GR OFICIO  PQ500HJS","0.7","1"
"MCPSTB105","MICROPUNTA STABILO 88 53 AZU VERDOSO POINT 88","0.7","1"
"CAVTLB004","CARTAP VISOR TALBOT 1 PULG 2A TIPO D OFICIO T-10416 PLAST NEG","1.5","1.2"
"ATMXXX085","ATM MECHILLAS DIF COLOR","0.7","1.2"
"PORPTL001","PORTAMINA PENTEL AX105 A 0.5MM FIESTA","1.2","1"
"ESJGNR001","ESPONJERO GNR","1.2","1"
"TAMATS003","TAMPO ARTESCO VER","0.5","1"
"TCRLAP002","TAPA CARPETA MOCHILERA PLENO SIN SEP","0.5","1.5"
"TAPXXX002","TAPA PLAST ENCUADER OFICIO COLOR","0.7","1"
"FOLUSG007","FOLDER USIGN US A10 A4 PLAST CON 10 FUNDAS","1","1.2"
"PCUXXX001","PAP COUCHE CARTA 115GR","0.5","1"
"PORPTL056"," PORTAMINA PENTEL AZ125R S E SHARP 0.5MM CEL","0.5","1.2"
"LAPLYR089","LAPIZ LYRA 1110100 669 NEG HB ART DESIGN","1.5","1"
"PREDEL016","PORTAREVIS DELLO 6023.W.0006 DELLOCOLOR CLARO","0.5","1"
"FOLDEL089","FOLDER DELLO PLAST OFICIO 0254.I.0050 HUMO C. LIGA","1.5","1"
"ATMXXX069","ATM CINTA TELA 1CM","0.5","1"
"GOMMAP009","GOMA BORRAR MAPED 119711 ERGO FUN","1.5","0.7"
"PEGUHU041","PEGAMENTO UHU 40359 POR 50ML","1.2","1"
"XBBVEB001","LA BIBLIA LATINOAMERICANA","0.5","1"
"PCPXXX009","PAP CREPE DIF DISENOS 50X200CM","0.5","1"
"PEGMNP006","PEGAMENTO MONOPOL CARPICOLA 09L LITRO (PQ/12U)","0.7","1"
"PBOPLI130","PAP BOND PAPER LINE VER AGUA PARROT 75GR OFICIO PQ500HJS","0.5","1"
"TMAPTL012","TINT MARC PENTEL MWR401 D VER RPTO MW45 Y MW46","1.2","1"
"LAPSTB015","LAPIZ STABILO TRIO DE COLOR ROJO LARGO GRUESO","0.5","1"
"BLPBRW013","BLOCK POST BRW BA7657  76X76MM PET","0.7","1"
"BOLPEL092","BOLIGRAFO PELIKAN AL 821742 JAZZ ELEGANCE NOBLE K36 PERLA","0.7","1"
"XCLALG087","ALBUMES ILUSTRADOS ABUELOS PIRAÑAS Y OTRAS HISTORIAS","0.5","1"
"CARXXX009","CARTON GRIS TAMAÑO OFICIO","0.5","1.5"
"PSSPTL005","PASTELES PENTEL PHN 25AM JGO25U","1.5","1"
"GOMFBC003","GOMA BORRAR FABER CASTELL 185800 T/LAPIZ","0.7","1"
"XCLBTN007","PEPO DICE A COMER ART 2214","1.2","1"
"PPNMDN001","PORTAPLANO MADISON 1K12005 NO936 PLAST EXTEND 107M","1.2","1"
"FOLMLC001","FOLDER MILCAR OFICIO VARILLA PLAST","1.2","1"
"CLPABL001","CLIP COLOR ABEL 41704 PLAST 39MM FCO200U","1.2","1"
"LCLSTB019","LAPIC COLOR STABILO 1400 310 CARBOTHELLO CARMIN ROJO","1.2","1"
"SENATS002","SEÑALADOR ARTESCO CRISTAL ESTANDAR 15CM PLAST","0.7","1"
"FOLDEL017","FOLDER DELLO 0242.A.0050 DELLOFINE AMA. LOMO 2 CMS OFICIO","0.5","1"
"ESPXXX007","ESPIRAL 23MM PLAST(50UNID)","1.5","1"
"TAFXXX011","TARJ FELIC MINI DIF MODELOS","1.5","1"
"CLBLEY006","CLIP BIN LEYDEZ 51MM 2PULG","1.5","1"
"TCRXXX003","TAPA CARPETA  DOBLE OFICIO CARTON","0.7","1"
"CNAPGF010","CINTA ADHES PEGAFAN TECNOF 820 3/4 X 20 YDS BLANCA","0.5","1"
"CNKPGF011","CINTA MASK PEGAFAN 500 ESC 2PULG X 20YDS","1.2","1"
"MCPPTL004","MICROPUNTA PENTEL K118 Z PLATEADO 0.8MM GEL","0.7","1"
"XCLGIS001","LA TRAVESIA DE LA PORTADA MAGICA C CD","1.2","1.5"
"XLIGIS008","LOS INFAMES","1.5","1"
"XLIGIS009","FABULA VERDE","0.5","1"
"FOLOXF024","FOLDER OXFORD 153 1/3 OFICIO ROS PESTAÑA","1.2","1"
"MRDSTB004","MARCADOR STABILO 146 166 156 46 NEG PERM CD","1.2","1.5"
"MRAPTL018","MARC AGUA PENTEL MW45 C AZUL PUNTA REDON RECARG","1.2","1"
"CAUXXX050","CARTULINA HILADA OFICIO CREMA 180GR","1.2","1"
"FOLDEL028","FOLDER DELLO 0234.C.0050 TOP LINE AZU. LOMO 2 CMS OFICIO","1.2","1"
"PCPXXX006","PAP CREPE MORADO 50X200CM","1.5","1"
"PAAXXX005","PAP ARAÑA CEL 50X80CM","1.5","1"
"CATRIC003","CARTAP RICOR 2A LISO ESCOLAR PLAST","1","1.5"
"MCPPTL028","MICROPUNTA PENTEL BL27 B ROJ 0.7MM ENERGEL","0.5","1"
"AGEEPA065","AGENDA E.PAULINAS 2024 EMPEZAR C..DIA T/FLEXIBLE","1.2","1"
"CUEKON001","CUENTA HOJAS KONY BON 60219 PARA DEDO","1.5","1"
"PINPTL001","PINCEL PENTEL FRH B PUNTA LARGE RECARGA AGUA","0.7","1"
"CAUPLI002","CARTULINA PAPERLINE 10 COLORES OFICIO 200GR PQ100HJS","0.5","1"
"MRDPTL035","MARCADOR PENTEL N460 V VIO PERM RECARG PTA BISEL","0.7","1"
"XLECOQ205","ROLANDO Y ROCIO LEC 5 2018","1.2","0.7"
"XCPLAL003","CUENT P PINTAR DIF TIT ING ESP LANDOLL S COLBOR","0.5","1"
"PEGPTL003","PEGAMENTO PENTEL ERB50 M 50ML GOMA LIQUIDA BROCHA","0.5","1"
"PAAXXX017","PAP ARAÑA ROSADO 50X80CM","0.7","1"
"ACUPEL003","ACUARELA PELIKAN MX BUS ESCOLAR JGO12 PASTILLAS 22CM","1.5","1"
"PBOLEY108","PAP BOND LEYDEZ AMA ORO 80GR CARTA PQ100HJS","1.2","1"
"HJOXXX008","HJA CONTAB 7 COLUMNAS","0.5","1"
"LAPLYR076","LAPIZ LYRA 2010041 AZUL LYRA REMBRANDT AQUA","0.5","1"
"TIJVIN003","TIJERA VINIFAN ANIMALITOS PANDA","1.2","1"
"FOLDEL164","FOLDER DELLO PLAST 1/2 OFICIO 0440.Q.0050 FULL COLOR PINK C. LIGA","0.7","1"
"LAPLYR049","LAPIZ LYRA 1110109 669 NEG 9B ART DESIGN","1.2","1"
"ATMXXX042","ATM PISTOLA SILICONA","1.2","1"
"FOLDEL011","FOLDER DELLO 0241.C.0050 DELLOFINE AZU.  ALA OFICIO","1.5","1"
"XCLALR017","150 CUENTOS PARA NINOS FASC NO 7","1.2","1"
"FORRIC028","FORRO RICOR OFICIO PLAST NARANJA ","0.5","1"
"MRAPEL027","MARC AGUA PELIKAN MX 741 ROJ FLASH MARKER PTABALA CJ 10U","1.5","1"
"JUEART017","JUEGO ARTI TAC037-2 MOSAICOS MAGICOS X 500 PZS","1","0.5"
"TAPXXX001","TAPA PLAST ENCUADER OFICIO TRANSP","1.2","1.5"
"BLDPEL009","BLOCK DIBUJ PELIKAN AL C4 A4 20HJ 120GSM 21X29.7CM 236782","0.7","1"
"NYLXXX017","NYLON TRANSP 65CM X 200MT 50MIC TIPO VINIFAN","1.2","1"
"CAUXXX054","CARTULINA OFICIO NEG","1.2","0.7"
"XLNGIS007","LA ELEGIDA","1.2","1"
"MRJPEL026","MARCADOR JGO PELIKAN MX 240 PERMANEN JGO8U TRAZO FINO 30230141","1.5","1"
"ARCLEY040","ARCHIVADOR LEYDEZ LETRA","1.5","1"
"ATMPEL002","BATA DE ARTE PELIKAN 15520300 MANGA LARGA CON MANTEL 407X307MM","1.2","1"
"PNLACR056","PINTUR TELA ACRILEX 528 LILA","1.2","1"
"FGAART004","FIGURAS ADH ARTI TACF00013 LA JUNGLA X 8 PZS GOMA EVA","0.7","1"
"CUAABC077","CUADERNO ABC ENGRAP CARTA CUAD 7MM 50HJS TAPA BLANDA","0.7","1"
"ENGISO006","ENGRAPADOR ISOFIT CP-30 CAP 25HJS PLAST 24/6 - 26/6","0.7","1"
"GRARAP006","GRAPAS RAPID COBRE 24855700 24/6 CJ1000U","1.2","1"
"PBOLEY004","PAP BOND LEYDEZ DURAZNO 80GR CARTA PQ500HJS","0.7","1"
"PEGPOX011","PEGAMENTO POXIPOL LA GOTITA GEL","0.5","1"
"FOLDEL088","FOLDER DELLO PLAST OFICIO 0254.H.0050 TRANSP. C. LIGA","0.5","1"
"MRDSTB059","MARCADOR STABILO 68 60 8 1 PEN 68 COLOR METALICO PLATEADO","0.7","1"
"CNMPEL004","CINTA MAQ PELIKAN MX BIC CALCULAR","1.2","1"
"PBOXXX102","PAP BOND 75GR BLAN A4","1.5","1"
"TMAPTL007","TINT MARC PENTEL NR401 B ROJO RPTO N450 Y N460","0.5","1"
"MRDPTL032","MARCADOR PENTEL N460 F NAR PERM RECARG PTA BISEL","1.2","1"
"FOLDEL110","FOLDER DELLO 0240.K.0050 DELLOFINE NARANJA NEON ALA OFICIO","0.7","1"
"MRDPEL056","MARCADOR PELIKAN MX 440 ROJ PERM BISELADA","0.7","1"
"SOBBEC003","SOBRE BECKET 458691 COLONIAL WHITE HILADO","1.5","1"
"FOLDEL083","FOLDER DELLO PLAST 1/2 OFICIO 0252.R.0050 LILA C. LIGA","1.5","1"
"BOLPEL093","BOLIGRAFO PELIKAN AL 821759 JAZZ ELEGANCE NOBLE K36 ROSE","1.5","1"
"BOLPRK088","BOLIGRAFO PARKER 1953195 JOTTER PREMIUM NEGRO CLIP CROMADO","0.5","1"
"RESPEL048","RESALTADOR PELIKAN CO 041 900 465 JGO10U FLASH PASTEL GRUESO","1.5","1"
"PESXXX009","PAP ESTAÑADO FUCSIA","1.2","1.5"
"PORPTL042","PORTAMINA PENTEL AX127 B 0.7MM FIESTA II ROJ","1.2","1"
"PCLIDL001","PORTACLIPS IDEAL IMAN CUADRADO","0.5","1"
"CLBGNR001","CLIP BIN GEN 32MM 1 1/4PULG CJ12PZ","1.2","1.5"
"ACCART004","ACCESORIOS ARTI TACF00016 PLUMAS X 12GRS","1.5","0.7"
"RESFBC003","RESALTADOR FABER CASTELL B NAR TEXMARKER 49","1.5","1"
"XCLSIG840","ALGODON EL PATO ARCOIRIS COD 0573AX0020","0.7","1.2"
"FOLDEL025","FOLDER DELLO 0233.C.0050 TOP LINE AZU. OFICIO","0.7","0.5"
"FICXXX005","FICHA CARTULINA COLOR 12X15CM PQ25U","0.7","0.5"
"MRDPTL023","MARCADOR PENTEL N460 C AZU PERM RECARG PTA BISEL","1.5","1"
"RESPEL034","RESALTADOR PELIKAN MX 214 NAR TEXMARKER","0.7","1"
"PORSTB008","PORTAMINA STABILO 9883 2B EXAM GRADE 2MM","1.5","1"
"CIAXXX001","CINTA DE AGUA","1.5","1"
"GOEXXX078","GOMA EVA LISA OFICIO PLOMO","0.7","1"
"XCLBTN052","RINCON FANTASIA PETER PAN ART 2033","1.2","1"
"MRDPEL055","MARCADOR PELIKAN MX 440 AZU PERM BISELADA","0.5","1"
"PMILAP001","PAP MILIMETRADO BOND OFICIO PQ50HJS","0.7","1"
"LAPSTB053","LAPIZ STABILO 8045 ALL MARRON","1.2","1"
"PLFPEL031","PLUMAFUENTE PELIKAN AL 821810 JAZZ NOBLE ELEGANCE  P36 ROSA","0.5","1"
"PSESWA001","PAP SEDA 3201 3101 AMA NO1 50X75CM","1.2","1"
"XPRSIN001","GRAFISMO PRE ESCOLAR","1.5","1"
"CAVWJO011","CARTAP VISOR WILSON JONES 3134 1.5PULG 3A CARTA AZU","1.2","1"
"XACEVE001","COLEC EL OSITO HABILIDOSO DIF TITULOS 1994 OSIHAB","0.5","1"
"CAVTLB002","CARTAP VISOR TALBOT 2 PULG 3A CARTA T-90600 PLAST BLA","0.5","1"
"FOLDEL128","FOLDER DELLO 0268.P.0050 EJECUTIVO NEGRO LOMO 2 CMS OFICIO","0.7","1"
"CORPEL006","CORRECTOR PELIKAN AL 1088 LIQUIDO STENCIL","1","0.7"
"CORPTL003","CORRECTOR PENTEL XZTP104B W CINTA BLA 42MM X 7M","1.5","1"
"BOLPEL005","BOLIGRAFO PELIKAN MX POINTEC JGO 10 COL 1.0MM","1.5","1"
"LCLSTB056","LAPIC COLOR STABILO 1400 545 CARBOTHELLO VERDE ESMERALDA CLAIR","0.7","1"
"XACSIG077","PEQUEÑOS CIENTIFICOS QUIMICA CHISPEANTE COD 0504PC0020","0.5","1"
"REGXXX009","REGLA METALICA 20CM","1.2","1"
"TIJVIN001","TIJERA VINIFAN ANIMALITOS MARIPOSA","1.2","1"
"JUEXXX004","JUEGO TANGRAM","1.5","0.5"
"CAEEPA032","CALENDARIO E.PAULINAS 2024 PROGRAMADOR DE ESCRITORIO 365 DIAS FORRO PLAST","0.7","1"
"TCHPEL001","TINT CHINA PELIKAN CO AZUL 15CC PLAST","1","1.2"
"MRDPEL057","MARCADOR PELIKAN MX 440 VER PERM BISELADA","1.5","1"
"LIGALL002","LIGAS ALLIANCE NO33 DE 1 LIBRA","0.5","1"
"MRAPTL023","MARC AGUA PENTEL MW46 C AZU PTA BICELADA RECARG","1.5","1.2"
"CAUPRQ001","CARTULINA PROBUS DIF COLOR FLUOR 50X70CM","0.7","1"
"KITABC002","KIT ABC UNIVER PATAG CARTA 1/2 OFICIO 3 BOL BX417 2 RES 414 1 BANDER","1.5","1"
"FIOXXX002","FIOMAGICO CON ADAPTADOR","0.5","1"
"PINPTL017","PINCEL PENTEL FRH MH PUNTA PLANA RECARGA AGUA","0.5","1"
"MRDMON004","MARCADOR MON AMI NEG PERM CD","0.5","1.5"
"CAVUSG007","CARTAP VISOR USIGN US 203PD 2PULG 3A TIPO D A4 PLAST BLA","0.7","1"
"LRGXXX008","LIBRO REGIS MW VENTAS IVA","0.7","1"
"MINCHI001","MINA CHINA P9008 0.5MM TBO12U","1.5","1"
"GOEXXX051","GOMA EVA LISA CAF CLARO 50X70CM","1.5","1"
"BLBABC003","BLOCK BOND ABC COL 9X9CM 500HJS","1.2","1"
"XCLBTN054","RINCON FANTASIA EL MAGO DE OZ ART 2035","0.7","0.5"
"FORRIC011","FORRO RICOR 1/2 OFICIO PLAST DIF COLOR","1.2","1"
"ATMXXX081","ATM AGUJA METALICO PUNTA ROMA","0.5","1"
"CAUXXX035","CARTULINA ESCOLAR 170GR ROS 65X100CM","1.2","1"
"BESUSG001","BANDEJA ESC USIGN US 837 4 DIVIS","0.5","1"
"MRAPTL016","MARC AGUA PENTEL MW45 A NEG PTA REDONDA RECARG","1.2","1"
"CCOIDL001","CARPETA COLG IDEAL ROJ OFICIO","0.5","1"
"BOLPEL067","BOLIGRAFO PELIKAN AL 807067JAZZ ELEGANCE K36 PERLA","1.5","1"
"LAPLYR032","LAPIZ LYRA 2920101 BICOLOR DUO ROJO AZUL SLIM","1.5","1"
"MINLYR020","MINA LYRA 5001101 NEG 0.5MM B","0.7","1"
"BLPBRW008","BLOCK POST BRW BA0701","1.2","1"
"PEGMNP004","PEGAMENTO MONOPOL CARPICOLA 500 ML.(PQ/15U)","1","1.2"
"CUAXXX014","CUADERNO EMPASTADO  CARTA CUAD 5MM 100 HJS","1.2","1"
"DVDXXX004","DVD PRINCO DVD R 47GB 120MIN","0.5","1"
"TPLPRK005","TINT PLUMAF PARKER 1952302 AZU LAVABLE CARTUCHO BL5U","1.2","1"
"MCPPTL026","MICROPUNTA PENTEL BLN15 BQ ROJ 0.5MM ENERGEL","0.5","1"
"PNLACR042","PINTUR TELA ACRILEX 535 AZU MAR","0.5","1"
"BOLPTL093","BOLIGRAFO PENTEL BX487 P ROS 0.7MM FEEL IT","0.7","1"
"BOLPRK133","BOLIGRAFO PARKER 2123493 SONNET 51 ACERO INOX NEGRO  CLIP CROMADO","1.2","1"
"MCPPTL082","MICROPUNTA PENTEL BL437R F NAR  0.7MM ENERGEL RETRACT","0.7","1.2"
"TCHPEL003","TINT CHINA PELIKAN CO NEG 15CC PLAST","1.5","1"
"PORPTL033","PORTAMINA PENTEL A105C K 0.5MM CAPLET VER","1.5","1"
"LRGABC005","LIBRO REGIS ABC ASISTENCIA OFICIO 100HJS","1","1.2"
"TPLPEL009","TINT PLUMAF PELIKAN AL 4001 ROJ 30ML","1.5","1"
"TPLPEL014","TINT PLUMAF PELIKAN AL 4001 VIO CARTUCHO 7CM","1.2","1"
"ACEXXX001","ACETATO OFICIO","0.7","1"
"FORATS002","FORRO ARTESCO 0.45X3M FILM CONTACT","0.7","1"
"PLAPYD001","PLASTILINA PLAYDOH JGO4U 448G","0.5","1"
"CAUCNS112","CARTULINA CANSON MI TEINTES NEGRO 50X65CM 160GR 453  C200361014","1.2","1"
"BOLPRK082","BOLIGRAFO PARKER 1953191 JOTTER AZU AGUA CLIP CROMADO","1.5","1"
"SELTRX002","SELLO TRAXX NO15 DI5 40 FECHADOR","0.5","1"
"SELPEL001","SELLO PELIKAN 12410019 NUMERADOR AUTOMAT 6DIG","1.2","1"
"GOEXXX005","GOMA EVA GLITTER NEG 50X70CM","0.7","1"
"XCLSIG455","JUEGOS Y CUENTOS HANSEL Y GRETEL","1","1.2"
"PBOAIR006","PAP BOND AIR COLOR OFICIO LILA 75GRS PQ500HJS","0.5","1"
"PBOLEY007","PAP BOND LEYDEZ TURQUESA 80GR CARTA PQ500HJS","1.2","1"
"FOLPND002","FOLDER PENDAFLEX 75709WM AMA CARTA PQT10PCS ","1","1.2"
"LAPSTD011","LAPIZ STAEDTLER 110 NEG TRADITION 5B","1.2","1"
"PDUATS002","PORTADIUREX ARTESCO EMBALAJE","1.5","1"
"PERISO008","PERFORADOR ISOFIT PM30 CAP 30HJS","1.2","0.5"
"XCLALG070","LETRA MAGICA LAURA Y LOS RATONES","0.5","1.2"
"POBXXX002","PAP OBRA CREMA OFICIO DELG","0.7","1"
"PCEXXX003","PAP CELOFAN DISEÑO 76X102CM","0.5","0.7"
"AGEEPA070","AGENDA E.PAULINAS 2024 VIVIR ES..T/ACOLCHADA","0.7","1"
"LAPLYR112","LAPIZ LYRA 2054240 REMBRAND SCKETCHING SET EST ROLL TELA  24U","1.5","1"
"ACUPEL002","ACUARELA PELIKAN MX MASTER JGO12 PASTILLAS 32CM","1.5","0.5"
"HJCABC049","HJA CARPETA ABC 3 PERF CUAD 4MM PQ500HJS","1.5","1"
"ATMXXX090","ATM CINTA TELA 1,5CM","0.5","1"
"PLAPEL024","PLASTILINA PELIKAN MX 180G LAVANDA 06700130","0.7","1"
"MRAPTL017","MARC AGUA PENTEL MW45 B ROJO PUNTA REDON RECARG","1.2","1"
"RESSTB033","RESALTADOR STABILO 70/10 1 20 BOSS ARTY JGO 10PCS","1.2","1"
"SACLEY001","SACAGRAPA LEYDEZ 8101A","1","0.5"
"PINHRL001","PINCEL HERLITZ 700733 GRIFFIX JGO 5 PCS ","1.5","1"
"BOLPRK132","BOLIGRAFO PARKER 2068360 JOTTER MATTE GRIS CLIP CROMADO","0.7","1"
"TJTXXX002","TARJETERO ESCRITORIO PLAST","0.5","1"
"PAPISO002","PAPELERO ISOFIT MALLA METAL DOBLE","1.5","1"
"BOLPRK105","BOLIGRAFO PARKER 2122754 JOTTER XL DORAD CLIP DORADO","1.2","1"
"PILPWO031","PILAS ALKALINAS POWER ONE P-D2 BL2U","1.5","1"
"ENGRAP038","ENGRAPADOR RAPID HS S27 SUPREM CAP 30HJS NEG GRIS 5000540","1.2","1"
"XXILAR004","DICC BASICO ESPAÑOL INGLES 2010","1.5","1"
"LCLSTB032","LAPIC COLOR STABILO 1400 760 CARBOTHELLO NEGRO HUMO","0.7","1"
"GOMSTD026","GOMA BORRAR STAEDTLER 528 20 PORTAMINA RADETT","1.5","1.2"
"FOLDEL085","FOLDER DELLO PLAST 1/2 OFICIO 0252.T.0050 VERDE C. LIGA","1.2","1"
"AGEEPA069","AGENDA E.PAULINAS 2024 EMPEZAR C..DIA T/ACOLCHADA","0.7","1"
"GOEXXX049","GOMA EVA LISA BLA 50X70CM","1.5","1"
"LAPLYR109","LAPIZ LYRA 2051950 REMBRANDT SEPIA LIGHT OIL","0.7","1"
"PBOCHA021","PAP BOND CHAMEX BLAN 75GR A4 PQ500HJS","0.5","1"
"FOLDEL107","FOLDER DELLO 0240.Q.0050 DELLOFINE ROSA NEON ALA OFICIO","0.5","1"
"FORRIC025","FORRO RICOR OFICIO PLAST MORADO","0.5","1"
"BOLPEL097","BOLIGRAFO PELIKAN AL 821780 JAZZ ELEGANCE NOBLE K36 AZUL","0.5","1"
"XLLALG019","CALCETIN AMARILLO VACACIONES","1.2","1"
"PLUXXX017","PAP LUSTROSO LILA 50X70CM","1.2","1"
"CAVUSG009","CARTAP VISOR USIGN US 302PD 3PULG 2A TIPO D A4 PLAST BLA","0.7","1"
"LAPLYR095","LAPIZ LYRA 1110116 669 NEG 6H ART DESIGN","0.7","1"
"FOLDEL019","FOLDER DELLO 0242.H.0050 DELLOFINE CRISTAL LOMO 2 CMS OFICIO","0.5","1.5"
"RESSTB024","RESALTADOR STABILO 70/111 AZUL PASTEL BOSS GRUESO","1.5","0.5"
"BOLPEL064","BOLIGRAFO PELIKAN AL 806978 JAZZ CLASSIC K35 BLANCO","0.7","0.5"
"ETQJAC001","ETIQUETAS JAC PRINT C210297 AMARILLO 210X297MM","1.5","1"
"PINPTL035","PINCEL PENTEL ZBS6-10E N° 10 PELO CABRA PLANO","1.2","1"
"FGAART010","FIGURAS ADH ARTI TACF00010 SOL Y LUNA X 60 PZS GOMA EVA","0.7","0.5"
"PREDEL015","PORTAREVIS DELLO 6023.V.0006 DELLOCOLOR VER.","0.7","0.5"
"ALFISO001","ALFILERES ISOFIT (CJA X 10)","1.2","0.5"
"REGPEL003","REGLA PELIKAN MX 30CMPLASTFLEXIBLE","1.5","1"
"GOEXXX013","GOMA EVA GLITTER DORADO 50X70CM","1.2","1"
"FOLDEL120","FOLDER DELLO 0233.A.0050 TOP LINE AMA. ALA OFICIO","0.7","1"
"BLPBRW012","BLOCK POST BA0601 BRW NOTAS MULTIPLES FLORAL","1.5","1"
"MRDPTL034","MARCADOR PENTEL N460 P ROS PERM RECARG PTA BISEL","0.7","1"
"XI3FCH002","INGLES PRACTICO J M JAN","1.5","1"
"ACCART005","ACCESORIOS ARTI TACF00050B GOTITAS X 212 PZS","0.5","0.7"
"LCLSTB076","LAPIC COLOR STABILO 1520/36 ARTY JGO36U CAJA CARTON","1.5","1"
"TIJPEL009","TIJERA PELIKAN MX 08000139 FANCY OFICINA 7PULG ACERO INOX","0.7","1"
"MCPPTL069","MICROPUNTA PENTEL BN15 A NEG 10MM GEL ROLLER FOR FABRIC","0.7","1.5"
"PLFPEL033","PLUMAFUENTE PELIKAN AL 821834 JAZZ NOBLE ELEGANCE  P36 CARBON","0.7","1"
"PINPTL047","PINCEL PENTEL XGFH DXX COLOR BRUSH METALIC ORO","1.2","1"
"BOLPIL043","BOLIGRAFO PILOT BPP GPL F ROJ 0.7MM SUPER GRIP LIGHT","0.5","1.2"
"PORPTL050","PORTAMINA PENTEL AX105 WE 0.5MMFIESTA BLA","1.5","1"
"PLAPEL019","PLASTILINA PELIKAN MX JGO4U MAGIMASA","1.2","1"
"CALCAS003","CALCULADOR CASIO MX 120B 12DIG","0.7","1"
"PCAPEL001","PAP CARBON PELIKAN MX 1022 G NEG OFICIO","0.5","1"
"LAPLYR092","LAPIZ LYRA 1110113 669 NEG 3H ART DESIGN","1.2","1"
"LAPLYR108","LAPIZ LYRA 2051250 BROWN TONES SET CAJA METAL 25U","0.7","1"
"GRARAP008","GRAPAS RAPID ZINC 24869300 23/10 CJ1000U","0.7","1"
"SACISO002","SACAGRAPA ISOFIT TIPO ALICATE","0.5","1"
"ESJATS001","ESPONJERO ARTESCO 24 010","1","0.5"
"MRDUNI003","MARCADOR UNI PIN BR-S BRUSHSIGN SEPIA ","0.7","1"
"REGMAP004","REGLA MAPED 276310 30CM IRROMPIBLE","1.5","1"
"MRAPTL022","MARC AGUA PENTEL MW46 B ROJ PTA BICELADA RECARG","1.5","1"
"MRJLYR006","MARCADOR JGO LYRA 6521240 AQUA BRUSH DUO 24 COLORES","1.5","0.5"
"GOEXXX095","GOMA EVA TOALLA AZU 50X70CM","1.5","1"
"LAPLYR081","LAPIZ LYRA 1110111 669 NEG H ART DESIGN","0.5","1"
"XLLCOQ104","CUENTOS ESCOG VOL IV","0.5","1"
"TIJMAP010","TIJERA MAPED 464212 SOFT","1","0.7"
"CNAFST003","CINTA ADHES FIVE STICK TORNASOL PLATEADO 12MM X 2YDS","0.7","1"
"CAUXXX036","CARTULINA ESCOLAR 170GR VER 65X100CM","1.2","0.5"
"FUNXXX002","FUNDA PLAST CON BROCHE COLOR OFICIO","0.7","1"
"LAPLYR074","LAPIZ LYRA 2054102 REMBRANDT CHARCOAL 2B ","0.5","1"
"ACCXXX002","ACCES COMP HP USB 8GB","1.2","1"
"CAVUSG002","CARTAP VISOR USIGN US 153PD 1.5PULG 3A TIPO D A4 PLAST BLA","1.2","1"
"CAUXXX071","CARTULINA BLANCA TRIPLEX OFICIO ","0.7","1.2"
"FOLDEL159","FOLDER DELLO 0246.VP.0050 SERENA VERDE PASTEL OFICIO","1.5","1"
"PILPWO021","PILAS ALKALINAS POWER ONE P-C2 BL2U","0.7","1"
"CAUXXX049","CARTULINA HILADA OFICIO BLA","1.5","1"
"CNRDYM026","CINTA ROTUL DYMO 45018 1/2PULG IMPRESO NEG EN CINTA AMA","1.5","1"
"PNLACR009","PINTUR TELA ACRILEX 520 PRETO CORRIENTE","0.5","1"
"PBOLEY008","PAP BOND LEYDEZ VER ESMER 80GR CARTA PQ500HJS","0.7","1"
"PSESWA007","PAP SEDA 6102 CEL NO12 50X75CM","1.5","1.2"
"PSESWA013","PAP SEDA ROS 50X75CM","1.2","1"
"MCPSTB043","MICROPUNTA STABILO 88 43 VER HOJA 0.4MM POINT 88","1.5","0.7"
